,customer_id,show_id,customer_name,age,gender,country,subscription_type,watch_time_minutes,rating
14271,c19271,s9648,Dr. Rebecca Moore,35,Male,South Korea,Standard,705,2
14272,c19272,s10448,Robert Johnson,55,Female,India,Basic,3703,1
14276,c19276,s4384,Roberto Martinez,15,Female,Brazil,Premium,4122,5
14277,c19277,s4898,Christopher Cruz,49,Male,France,Basic,1502,5
14279,c19279,s12695,Paul Caldwell,28,Female,South Korea,Basic,4479,5
14280,c19280,s3155,Bryce Johnson,79,Male,Brazil,Basic,1462,1
14282,c19282,s3872,Gregory Johnson,22,Female,Brazil,Standard,4672,4
14284,c19284,s8148,Lawrence Nelson,42,Male,Brazil,Premium,1320,2
14286,c19286,s12599,Dana Mcpherson,33,Other,France,Premium,2322,5
14288,c19288,s14970,Tammy Bradley,53,Male,Japan,Basic,4455,1
14290,c19290,s8513,Teresa Fox,58,Male,France,Standard,4548,1
14291,c19291,s13728,Brett Hughes,50,Female,India,Standard,3202,4
14292,c19292,s2706,Travis Johnson,38,Other,UK,Standard,3454,5
14295,c19295,s5569,Meagan Sanchez,17,Male,Canada,Premium,857,3
14296,c19296,s14908,Julian Matthews,74,Female,Brazil,Premium,279,5
14298,c19298,s19099,Thomas Glass,54,Male,Japan,Standard,4477,2
14299,c19299,s2350,Kimberly Little MD,60,Female,UK,Basic,1949,5
14300,c19300,s5145,Beth Johnson,80,Female,Japan,Premium,1971,5
14304,c19304,s14428,Robert Young,39,Male,UK,Standard,3231,1
14306,c19306,s3530,Adrian Watts,61,Male,Brazil,Premium,2851,1
14308,c19308,s4958,Wendy Brown,74,Other,Australia,Basic,2360,1
14309,c19309,s7984,Dean King,36,Other,South Korea,Basic,1313,3
14311,c19311,s11295,Jennifer Roberts,50,Other,UK,Basic,2534,5
14313,c19313,s1843,Michael Smith,23,Male,Japan,Standard,3976,4
14314,c19314,s14585,Nancy Rice,78,Other,USA,Premium,989,1
14315,c19315,s15834,Amy Benson,25,Male,Japan,Premium,2625,5
14316,c19316,s17915,Joseph Cunningham,75,Female,Japan,Premium,169,2
14318,c19318,s12285,Justin Reynolds,72,Male,Australia,Basic,517,5
14319,c19319,s17373,Mathew Brown,77,Other,Brazil,Standard,4899,4
14322,c19322,s17768,Brandon Smith,39,Female,Canada,Standard,4930,1
14325,c19325,s12361,Anne Brown,41,Female,Canada,Premium,4493,4
14326,c19326,s17076,Jorge Velasquez,75,Other,USA,Standard,1505,2
14327,c19327,s17683,Matthew Robinson,63,Other,USA,Basic,2018,2
14328,c19328,s13943,Michael Walker,23,Male,UK,Standard,570,1
14329,c19329,s6420,Jeffery Oliver,18,Female,Australia,Standard,1447,2
14330,c19330,s4520,Denise Rivas,31,Other,France,Standard,526,5
14331,c19331,s18628,Crystal Powers,76,Male,Brazil,Premium,208,5
14332,c19332,s10440,Raymond Davis,27,Other,South Korea,Standard,2985,4
14333,c19333,s1888,Jared Barron,41,Male,India,Premium,198,4
14336,c19336,s5522,Linda Stanley,15,Other,France,Basic,1938,4
14337,c19337,s12068,Stephanie Carter,65,Other,Japan,Basic,3680,5
14338,c19338,s6015,Jacqueline Gordon,42,Female,UK,Standard,3047,3
14339,c19339,s11795,Sean Wallace,33,Other,UK,Standard,895,1
14343,c19343,s12341,Mr. Joseph Pugh PhD,53,Other,India,Premium,3459,5
14344,c19344,s3110,Brent Owens,47,Female,UK,Premium,3875,3
14345,c19345,s16382,Cody Foster,38,Male,France,Premium,2318,1
14347,c19347,s13390,Patrick Park,27,Female,India,Premium,2321,5
14348,c19348,s6351,James Waters,28,Male,USA,Premium,584,3
14352,c19352,s18285,Brent Mason,40,Male,Australia,Basic,2388,2
14353,c19353,s12352,Leonard Sanchez,13,Female,South Korea,Standard,1989,5
14357,c19357,s20573,Cheryl Shepherd,18,Other,South Korea,Basic,937,5
14358,c19358,s1282,Mario Wood,55,Other,South Korea,Premium,469,4
14359,c19359,s5609,Brian Anderson,61,Male,Germany,Basic,2794,4
14361,c19361,s14888,Gregory Cline,65,Male,Australia,Premium,2319,2
14362,c19362,s5855,Anthony Sutton,65,Female,Australia,Standard,1552,2
14365,c19365,s16849,Willie Duran,38,Female,Germany,Basic,192,5
14366,c19366,s15673,Lori Watts,35,Other,USA,Standard,1462,2
14367,c19367,s16451,Cynthia Arellano,63,Male,Canada,Standard,3479,4
14368,c19368,s14422,Jose Mcbride,45,Other,Australia,Basic,569,3
14369,c19369,s19898,Tara Manning,15,Male,South Korea,Standard,26,1
14370,c19370,s18318,Marcus Meyer,17,Male,France,Standard,4787,2
14371,c19371,s13330,Paul Shields,42,Male,India,Premium,775,3
14372,c19372,s2172,Lisa Christensen,43,Female,UK,Premium,1915,4
14373,c19373,s14634,Ronald Juarez,51,Female,UK,Basic,4740,3
14375,c19375,s3373,Randall Brown,78,Male,UK,Premium,1611,3
14376,c19376,s10645,Natalie Murphy,18,Female,UK,Premium,2093,5
14377,c19377,s11508,Emily Davila,44,Female,USA,Standard,1876,2
14378,c19378,s14661,Summer Hall,63,Female,UK,Premium,4849,2
14379,c19379,s6814,Jessica Brown,49,Male,South Korea,Premium,305,3
14380,c19380,s9998,Lindsay Williams,43,Female,France,Basic,4678,4
14382,c19382,s8274,Kristen Mitchell,76,Other,France,Basic,4797,2
14384,c19384,s19960,Zachary Cole,45,Female,South Korea,Premium,2195,2
14385,c19385,s19764,Jacob Webb,55,Other,UK,Premium,634,1
14386,c19386,s18664,Richard Fisher,65,Other,Germany,Basic,756,4
14387,c19387,s14528,Craig Parker,56,Female,USA,Premium,2635,4
14388,c19388,s6927,Alexander Reilly,46,Female,UK,Standard,1259,2
14389,c19389,s18030,Lauren Huber,20,Male,India,Premium,3600,2
14390,c19390,s12661,Jessica Green,80,Male,Germany,Premium,3557,1
14391,c19391,s7660,Tiffany Stevens,28,Female,USA,Premium,272,4
14392,c19392,s11425,Steven Lowe,42,Male,UK,Basic,2416,4
14393,c19393,s15908,Lisa Allen,67,Other,Germany,Basic,4889,5
14395,c19395,s16885,Stephanie Ramos,25,Female,France,Premium,1684,3
14398,c19398,s19275,Jerry Goodman,55,Female,South Korea,Basic,1189,5
14399,c19399,s1443,Jocelyn Johnson,56,Other,Japan,Standard,2976,4
14400,c19400,s1321,James Espinoza,52,Other,Canada,Premium,285,3
14403,c19403,s16055,Kelly Wright,76,Female,India,Premium,1402,4
14404,c19404,s4542,Nicole Poole,63,Other,South Korea,Premium,388,5
14405,c19405,s19704,Brittany Newman PhD,75,Male,Canada,Premium,3260,4
14406,c19406,s17551,Sara Torres,50,Other,France,Standard,1247,3
14410,c19410,s18267,Timothy Martinez,40,Male,India,Standard,2257,5
14411,c19411,s17110,Eric Mcclain,61,Female,UK,Basic,634,5
14412,c19412,s3075,Anthony Stewart,77,Female,Brazil,Premium,286,5
14415,c19415,s17933,Linda Daniel,48,Other,USA,Premium,1447,1
14416,c19416,s11289,Jeff Elliott,50,Other,India,Premium,4849,5
14417,c19417,s12724,Jacob Wolfe,70,Male,South Korea,Basic,194,2
14419,c19419,s18587,Daniel Kelly,24,Male,France,Basic,3885,4
14420,c19420,s9685,Linda Cruz,72,Other,UK,Standard,3624,4
14423,c19423,s7037,Patrick Ware,54,Male,Canada,Premium,77,3
14424,c19424,s2888,Mr. Nathaniel Jones MD,13,Female,India,Premium,1552,5
14426,c19426,s12530,Joseph Dougherty,74,Male,France,Basic,3806,4
14427,c19427,s7292,Michael Gonzalez,78,Male,Japan,Premium,4903,5
14428,c19428,s2904,John Richards,34,Other,Canada,Premium,4973,1
14429,c19429,s19144,Kristin Grimes,58,Female,Brazil,Standard,2241,1
14430,c19430,s3246,Elizabeth Rojas,67,Female,Canada,Basic,1427,1
14431,c19431,s6453,Christian Henry,24,Male,Brazil,Premium,1947,4
14433,c19433,s9956,Douglas Bean,68,Other,Brazil,Standard,4051,3
14434,c19434,s15526,Donna Ashley,49,Other,Japan,Premium,2122,4
14435,c19435,s12924,Melissa Curry,21,Male,USA,Standard,2606,5
14437,c19437,s3732,Francis Merritt,75,Female,UK,Premium,2446,2
14438,c19438,s16153,Amanda Rangel,55,Other,Australia,Standard,3370,1
14439,c19439,s16847,Joel Mcclain,46,Female,Brazil,Premium,2036,3
14440,c19440,s11400,Bryce Tucker,54,Female,Japan,Premium,2191,3
14441,c19441,s19154,Sarah Chapman MD,21,Female,USA,Basic,3780,2
14442,c19442,s1780,Tammy Black,33,Male,France,Basic,4031,3
14445,c19445,s11433,Jay Lynch,41,Female,Canada,Basic,312,3
14446,c19446,s13925,Kevin Wagner,77,Male,Japan,Basic,3275,4
14448,c19448,s16274,Christopher Key,38,Other,South Korea,Basic,2916,4
14450,c19450,s17806,Carolyn Harvey,15,Other,USA,Basic,1210,2
14451,c19451,s11185,Jonathon Williams,30,Female,Japan,Basic,3205,2
14452,c19452,s9522,Michael Nash,17,Male,Brazil,Premium,3237,5
14458,c19458,s1213,Catherine Guzman,56,Other,USA,Basic,245,2
14460,c19460,s15875,Keith Gibson,17,Female,India,Basic,3451,3
14462,c19462,s12865,Dr. Kevin Price,48,Male,Brazil,Standard,1929,3
14463,c19463,s3821,Shannon Trevino,55,Other,Germany,Standard,4274,1
14464,c19464,s4430,Jenna Rice,16,Male,Australia,Standard,53,5
14465,c19465,s10196,Amanda Foley,61,Female,Canada,Standard,2182,2
14467,c19467,s3392,Gregory Goodwin,40,Male,UK,Premium,2151,5
14470,c19470,s10844,Elizabeth Wilson,67,Male,UK,Premium,4520,2
14472,c19472,s20048,Manuel Clayton,23,Male,Japan,Basic,200,3
14473,c19473,s6469,Michael Allison,47,Male,Germany,Premium,1661,5
14474,c19474,s18678,Amanda Campbell,37,Other,Brazil,Basic,3921,2
14476,c19476,s17568,Thomas Hensley,52,Other,Brazil,Basic,2949,5
14477,c19477,s6858,Dr. Paul Buck,76,Female,India,Standard,2145,5
14480,c19480,s3962,Tracy Taylor,68,Other,Brazil,Premium,1628,4
14481,c19481,s11096,Diana Johnston,75,Male,Brazil,Standard,2448,5
14482,c19482,s15375,Melissa King,37,Female,Germany,Basic,4753,5
14483,c19483,s7869,Michelle Shelton,61,Male,India,Standard,3891,2
14484,c19484,s7137,Cassandra Hahn,79,Female,France,Premium,4865,5
14485,c19485,s6814,Rick Obrien,80,Male,Australia,Premium,4941,3
14486,c19486,s5019,Susan Chase,37,Female,Canada,Premium,3054,4
14487,c19487,s13408,Alicia Parker,41,Other,Canada,Premium,2115,2
14489,c19489,s20934,Samantha Black,33,Female,South Korea,Standard,832,2
14490,c19490,s2811,Heather Tate,18,Other,USA,Premium,4014,3
14492,c19492,s1132,Nancy Hanna,69,Male,Australia,Standard,439,5
14493,c19493,s5344,Marc White,51,Female,Australia,Premium,351,4
14494,c19494,s18884,Leonard Carroll,40,Other,Japan,Basic,2611,3
14495,c19495,s9421,Nicole Carter,47,Male,USA,Basic,4266,3
14497,c19497,s9172,Linda Petersen MD,67,Female,Canada,Premium,4692,1
14498,c19498,s20613,Gina Santos,80,Other,Canada,Standard,168,2
14499,c19499,s5015,Julia Marshall,78,Female,UK,Basic,4946,4
14502,c19502,s7658,Amy Gentry,64,Female,Brazil,Basic,2059,2
14503,c19503,s15531,Cody Dunn,36,Other,South Korea,Premium,760,1
14505,c19505,s19443,James Cabrera,27,Female,France,Basic,473,4
14506,c19506,s1056,Olivia Hayes,64,Female,Japan,Standard,2399,1
14507,c19507,s18402,Steve Harris,54,Other,South Korea,Premium,3953,3
14508,c19508,s14046,Tracy Cummings,74,Female,UK,Standard,624,3
14509,c19509,s7299,Timothy Cox,31,Male,France,Standard,2641,4
14510,c19510,s16190,Stephanie Valentine,56,Other,Germany,Standard,951,1
14511,c19511,s10740,Jonathan Vasquez,49,Other,South Korea,Basic,3000,3
14513,c19513,s18462,Sherry Haynes,56,Female,South Korea,Standard,1263,4
14514,c19514,s8463,Anna Frederick,29,Male,South Korea,Premium,2235,3
14516,c19516,s2345,Lauren Murillo,16,Other,Canada,Premium,2355,1
14517,c19517,s15979,Denise Mcdonald,51,Other,Japan,Basic,613,2
14519,c19519,s20975,Holly Velazquez,50,Male,France,Standard,93,4
14522,c19522,s18821,Jessica Brooks,57,Female,Brazil,Basic,3101,2
14523,c19523,s15333,Dawn Morales,46,Male,Germany,Premium,2899,5
14524,c19524,s17058,Kimberly Best,49,Female,Japan,Standard,162,4
14526,c19526,s15009,Melissa Hendricks,48,Female,USA,Standard,3653,5
14527,c19527,s20715,Rick Hernandez,65,Female,Brazil,Basic,2180,2
14528,c19528,s5409,Renee Carrillo,73,Female,UK,Standard,4921,2
14530,c19530,s17249,Kristin Gutierrez,43,Female,USA,Basic,3910,2
14532,c19532,s14605,Craig Mckay,40,Male,Germany,Basic,4024,4
14534,c19534,s18263,Tyler Jones,65,Female,Germany,Standard,697,2
14536,c19536,s10416,Sarah Curtis,16,Other,India,Basic,2924,3
14538,c19538,s7841,Stephanie Simpson,33,Other,France,Premium,4852,4
14539,c19539,s1424,Michael Walters,47,Female,Japan,Premium,4771,2
14541,c19541,s17568,Maxwell Owens,80,Other,USA,Premium,4030,3
14543,c19543,s19776,Lori Jackson,23,Male,USA,Standard,760,2
14544,c19544,s8537,Christina Davis,51,Female,Australia,Basic,1981,2
14546,c19546,s8235,Frank Hill,19,Female,USA,Standard,3073,3
14548,c19548,s16431,Michael Andrews,39,Other,India,Standard,2944,4
14549,c19549,s2462,Richard Garrett,23,Other,Brazil,Standard,3881,4
14551,c19551,s16170,Kathy Lee,57,Female,Germany,Premium,4893,3
14554,c19554,s3602,Tammy Oneal,65,Other,Australia,Premium,2539,3
14557,c19557,s3199,Gerald Bell,24,Male,Brazil,Premium,3199,2
14558,c19558,s4659,Dawn Lane,48,Other,Germany,Premium,3493,1
14559,c19559,s13165,Lisa Martinez,13,Other,India,Standard,879,1
14561,c19561,s20656,Gary Harris,30,Female,Germany,Premium,2874,3
14562,c19562,s19838,Stacey Huang,31,Female,Canada,Premium,4544,2
14565,c19565,s16230,Jordan Carroll,62,Other,USA,Standard,4941,1
14566,c19566,s12357,Mary Sampson,54,Female,France,Basic,562,2
14567,c19567,s19268,Jacob Leonard,34,Female,USA,Premium,4060,1
14570,c19570,s20951,Michael Campbell,19,Female,USA,Standard,599,2
14571,c19571,s9227,Mr. Todd Villegas,25,Male,Canada,Basic,4073,2
14572,c19572,s2648,Fernando Lopez,39,Other,Germany,Premium,3109,4
14573,c19573,s16518,Andrew Fletcher,37,Other,Japan,Basic,1638,1
14574,c19574,s13551,Jonathan Rose,20,Male,France,Standard,1392,1
14575,c19575,s13587,Trevor Walls,61,Male,USA,Basic,789,3
14577,c19577,s3796,Anthony Harris,64,Other,Japan,Standard,1315,2
14578,c19578,s18643,Kimberly Valdez,16,Other,Australia,Basic,3145,1
14580,c19580,s6461,Robert Perez,41,Male,Germany,Standard,1253,1
14581,c19581,s16029,Mary Dominguez,42,Female,UK,Standard,2064,1
14583,c19583,s1192,Lauren Sutton,76,Male,Canada,Premium,2664,4
14584,c19584,s9387,Pamela Nguyen,44,Female,Japan,Premium,4344,5
14586,c19586,s10478,William Jordan,71,Male,Canada,Basic,4121,4
14587,c19587,s17256,Barry Johnson,18,Male,Australia,Standard,4088,1
14588,c19588,s17742,Nicholas Mata,26,Other,South Korea,Premium,2115,2
14590,c19590,s19024,Tony Daniels,74,Other,USA,Standard,1737,1
14591,c19591,s3591,Jessica Chase,46,Male,South Korea,Basic,868,4
14592,c19592,s9965,Victoria Marks,46,Female,Japan,Standard,3675,2
14593,c19593,s19396,Cassandra Pugh DDS,77,Other,South Korea,Standard,553,4
14594,c19594,s15669,Hector Frazier,70,Female,France,Standard,540,5
14596,c19596,s20048,Shelly Robertson DDS,24,Male,UK,Premium,901,4
14597,c19597,s3532,John Ochoa,71,Other,Brazil,Standard,481,1
14599,c19599,s4567,Gloria Palmer,72,Female,India,Basic,2481,3
14601,c19601,s5748,Brittany Miller,27,Female,France,Premium,3125,5
14602,c19602,s12032,Samantha Ross,44,Other,Canada,Basic,1520,4
14603,c19603,s13555,Susan Mccarthy,43,Female,USA,Premium,261,1
14605,c19605,s9834,Amber Thomas,16,Male,UK,Standard,80,2
14607,c19607,s6458,Joseph Cortez,30,Other,Canada,Basic,2100,5
14609,c19609,s20587,Melissa Blevins,76,Other,Australia,Basic,53,5
14612,c19612,s3808,Caitlin Hernandez,35,Male,France,Standard,2824,3
14613,c19613,s5117,Angelica Howell,63,Female,UK,Standard,1868,4
14615,c19615,s13025,Emily Henderson,76,Female,UK,Basic,4851,2
14618,c19618,s13724,Tracie Jones,66,Female,France,Standard,1235,5
14620,c19620,s15374,Donna Durham,54,Female,India,Premium,398,3
14621,c19621,s10213,Sara Ruiz,53,Other,Japan,Basic,1946,2
14622,c19622,s13863,Amanda Schneider,33,Male,South Korea,Premium,4527,5
14623,c19623,s2563,Leonard Williams,47,Female,Canada,Premium,1936,4
14624,c19624,s11756,Monica Carpenter,63,Other,UK,Premium,4081,4
14625,c19625,s13010,Matthew Harrison,26,Other,USA,Standard,4630,4
14626,c19626,s20395,Karen Stafford,36,Female,Germany,Premium,1040,5
14627,c19627,s14906,Amy Morris,79,Other,Germany,Basic,2572,2
14630,c19630,s16731,Beth Lee,54,Female,Australia,Premium,4370,1
14631,c19631,s5180,Eric Cooper,28,Other,Germany,Premium,1778,3
14632,c19632,s1353,Chad Cohen,64,Female,Japan,Premium,1513,2
14634,c19634,s19737,Patricia Alvarado,53,Male,Australia,Premium,3249,1
14636,c19636,s9612,Andres Green,47,Female,India,Standard,3053,5
14637,c19637,s9861,Glenn Gardner,52,Other,Germany,Basic,4238,2
14638,c19638,s13821,Brianna Cunningham,39,Female,Germany,Basic,3534,2
14640,c19640,s4494,Emily Boone,46,Female,Canada,Premium,807,4
14641,c19641,s13691,Emily Ward,59,Other,Brazil,Basic,2286,5
14642,c19642,s19317,Heidi Fernandez,25,Male,Canada,Standard,330,2
14643,c19643,s2276,Paula Gutierrez,62,Female,Japan,Basic,2726,2
14644,c19644,s19609,Karla Campos,51,Male,Germany,Premium,1131,2
14645,c19645,s17803,Joseph Robinson,66,Other,Canada,Standard,1713,3
14646,c19646,s17245,Marc Haynes,47,Other,Brazil,Premium,1155,1
14647,c19647,s15499,Jordan Thomas,46,Male,South Korea,Standard,1062,2
14648,c19648,s5703,Michael Garcia,53,Other,Brazil,Basic,2740,3
14649,c19649,s4647,Denise Morse,59,Male,Germany,Basic,3355,5
14650,c19650,s1499,Jeffrey Parker,51,Female,Canada,Premium,4162,4
14652,c19652,s13283,Mark Wilson,61,Female,France,Basic,1676,3
14654,c19654,s14672,Ashley Woods,80,Female,USA,Standard,1747,3
14655,c19655,s18462,Steven Rivers,71,Female,Japan,Standard,1111,4
14657,c19657,s14514,Jimmy Davis,33,Other,UK,Basic,708,2
14658,c19658,s10072,Penny Berg,43,Male,UK,Basic,2582,1
14659,c19659,s13009,Paul Weiss,56,Male,Germany,Basic,4792,1
14660,c19660,s15891,Deborah Elliott,32,Other,Germany,Basic,647,2
14661,c19661,s17504,Aaron Palmer,41,Male,Australia,Premium,3956,3
14662,c19662,s11218,Michael Kelly,51,Other,UK,Standard,2837,1
14663,c19663,s1843,Sandra Martin,60,Female,Canada,Standard,4523,4
14664,c19664,s18780,Misty Wilson,27,Other,Canada,Premium,4107,5
14665,c19665,s1507,Eric Long,42,Female,USA,Basic,696,4
14666,c19666,s6876,Austin Allen,19,Male,Australia,Premium,1728,1
14667,c19667,s1006,Barbara Hardin,24,Female,USA,Premium,1612,4
14668,c19668,s2141,Bridget Nelson,80,Female,Germany,Premium,3601,1
14670,c19670,s2858,Virginia Tanner,23,Male,Canada,Premium,413,4
14671,c19671,s3057,Andrew Clark,62,Other,USA,Basic,3481,4
14672,c19672,s15578,Rebecca Smith,71,Female,South Korea,Premium,3463,5
14675,c19675,s10622,Carol Young,71,Other,Japan,Standard,3815,2
14676,c19676,s14756,Heather Smith,39,Other,Canada,Standard,226,4
14679,c19679,s8230,Steven Hull,29,Female,South Korea,Basic,2870,5
14680,c19680,s18103,Tina Schmidt,35,Female,South Korea,Basic,84,5
14684,c19684,s4029,Christina Campbell,16,Female,South Korea,Basic,2808,2
14685,c19685,s15083,Stephen Brooks,39,Female,Brazil,Premium,4960,1
14686,c19686,s9435,Brian Alexander DDS,17,Other,France,Basic,4991,5
14689,c19689,s17249,Patrick Smith,42,Female,Germany,Basic,3069,4
14690,c19690,s9440,Jamie Campbell,77,Female,UK,Basic,1761,4
14692,c19692,s1581,Audrey Hunter,55,Other,USA,Standard,4667,4
14693,c19693,s5401,Mr. John Rogers,16,Female,UK,Premium,3102,2
14694,c19694,s10360,Jason Evans,54,Other,Canada,Premium,4105,2
14695,c19695,s11854,Danielle Frank,53,Female,India,Premium,4838,5
14696,c19696,s11165,Victoria Rogers,72,Male,Australia,Basic,2552,2
14697,c19697,s14328,Bruce Johnson,21,Female,UK,Premium,4613,2
14698,c19698,s2082,Andres Watts,32,Other,South Korea,Standard,1348,5
14699,c19699,s14946,Erik Lopez,37,Male,USA,Basic,4270,1
14701,c19701,s17683,Mary Davis,21,Other,Canada,Standard,2927,4
14704,c19704,s19185,Stephanie Sullivan,28,Other,Canada,Basic,3905,4
14705,c19705,s10363,Megan Ramirez,31,Female,Canada,Standard,1211,2
14706,c19706,s2425,Debra Robinson,40,Male,UK,Standard,618,1
14707,c19707,s9640,Jeffrey Boyer,71,Male,Australia,Premium,4842,4
14709,c19709,s19006,Jamie Watts,51,Male,USA,Premium,2385,5
14711,c19711,s15943,Miranda Carter,43,Female,Australia,Basic,1411,2
14712,c19712,s9919,Laura Green,66,Female,South Korea,Premium,757,5
14714,c19714,s16482,Mrs. Rose Steele MD,66,Other,Germany,Standard,2177,5
14715,c19715,s3796,Raymond Cummings,30,Female,USA,Premium,4270,2
14717,c19717,s8166,Daniel Kennedy,55,Other,Australia,Standard,2594,4
14718,c19718,s15661,Matthew Young,73,Female,Japan,Standard,4656,5
14719,c19719,s16611,Chase Haynes,56,Other,UK,Premium,985,5
14720,c19720,s11726,Adam Odom,28,Female,UK,Basic,3834,3
14721,c19721,s4007,Joseph Taylor,41,Female,Germany,Standard,3359,3
14722,c19722,s1489,Frederick Johnson,61,Other,Australia,Basic,2366,1
14723,c19723,s4641,Darrell Jones,77,Female,France,Basic,3311,5
14724,c19724,s20764,Jacob Bowers,36,Other,France,Basic,3895,1
14725,c19725,s20461,Megan Mcbride,58,Other,UK,Standard,2110,2
14726,c19726,s19412,Eric Evans,48,Other,Japan,Premium,4919,5
14731,c19731,s19708,Zachary Colon,68,Female,Japan,Premium,1882,5
14734,c19734,s13751,Christine Gilmore,36,Male,India,Premium,3044,3
14735,c19735,s11015,Melissa Baker,20,Female,India,Basic,1521,4
14736,c19736,s13882,Jeffrey Carr,20,Female,UK,Standard,4151,2
